Race,Highest_Education,Gender,PTOT_R,PEARNVAL,A_MARITL,HEA,MIG_DIV
1,43,1,28,40000,1,2,5
1,39,1,1,0,7,5,5
1,39,1,1,0,1,1,5
1,39,2,17,18200,1,2,5
1,40,1,2,4160,7,2,5
1,37,1,1,0,7,1,5
1,0,1,0,0,7,1,5
1,38,2,2,0,1,1,5
1,43,1,21,50000,1,1,5
1,0,1,0,0,7,1,5
1,41,2,22,50000,5,3,5
1,0,1,0,0,7,1,5
1,39,2,6,0,1,3,5
1,42,1,13,0,1,4,5
1,43,1,24,0,1,3,5
1,43,1,41,100000,1,1,5
2,39,1,12,28000,4,2,5
2,0,1,0,0,7,1,5
1,43,2,7,5000,5,1,5
1,37,1,1,0,7,1,5
1,0,2,0,0,7,1,5
1,0,1,0,0,7,1,5
1,42,2,10,0,5,5,5
1,42,2,2,1400,6,2,5
1,0,1,0,0,7,2,5
1,0,1,0,0,7,2,5
1,0,2,0,0,7,2,5
1,0,2,0,0,7,2,5
2,39,1,17,42000,1,2,5
2,39,2,13,30000,1,2,5
1,39,1,8,17500,1,4,5
1,40,2,11,25000,1,3,5
1,39,1,1,0,7,2,5
1,40,1,20,0,1,3,5
1,39,1,14,18000,1,3,5
1,40,1,23,55000,1,3,5
1,42,2,24,56000,1,3,5
1,37,1,1,0,7,3,5
1,0,1,0,0,7,3,5
1,42,2,8,0,4,2,5
2,39,2,1,0,1,2,5
2,39,1,41,138000,1,2,5
2,39,2,3,5000,7,1,5
2,0,1,0,0,7,1,5
2,0,1,0,0,7,1,5
2,0,2,0,0,7,1,5
2,39,2,4,0,4,4,5
2,39,1,1,0,7,4,5
1,44,1,41,190000,5,1,5
1,39,1,1,1600,7,1,5
1,39,2,24,55000,7,1,5
1,0,2,0,0,7,1,5
1,43,1,9,0,1,2,5
1,40,2,6,0,1,1,5
1,40,1,5,12000,7,1,5
1,43,1,8,18000,1,2,5
1,43,2,19,45000,1,1,5
2,41,2,14,25000,5,1,5
1,43,2,16,38000,5,1,5
1,43,1,25,60000,1,1,5
1,43,2,13,30000,1,1,5
1,0,1,0,0,7,1,5
1,43,1,1,0,4,1,5
1,43,2,16,38000,5,1,5
1,39,1,1,0,7,1,5
1,42,2,1,0,7,1,5
1,39,1,17,40002,1,1,5
1,39,2,1,0,1,1,5
1,39,1,1,0,7,1,5
1,40,1,1,0,7,1,5
1,40,2,4,0,1,3,5
1,43,1,41,150000,1,3,5
2,43,2,5,0,4,1,5
1,43,2,16,38000,5,1,5
1,41,1,1,0,7,1,5
1,39,1,1,0,7,1,5
1,43,1,21,52000,1,1,5
1,43,2,9,22000,1,1,5
1,42,1,1,0,7,1,5
1,40,1,1,0,7,1,5
1,38,1,4,8000,7,1,5
1,43,2,1,0,4,1,5
4,43,1,35,85000,1,2,5
4,43,2,1,0,1,3,5
1,43,2,6,11000,1,1,5
1,45,1,41,129000,1,1,5
1,0,1,0,0,7,1,5
1,44,2,25,10000,1,1,5
1,45,1,41,200000,1,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,45,1,41,150000,7,1,5
1,44,1,41,110000,1,2,5
1,45,2,19,45000,1,1,5
1,0,2,0,0,7,1,5
1,0,1,0,0,7,1,5
1,40,1,3,0,7,4,5
1,43,1,33,80000,5,2,5
1,39,1,12,23800,1,4,5
1,39,2,1,0,1,4,5
1,0,1,0,0,7,3,5
1,0,2,0,0,7,3,0
1,44,2,17,40000,1,1,5
1,44,1,3,5000,1,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
1,43,1,5,10000,7,1,5
1,43,2,19,41200,5,3,5
2,44,2,15,35000,7,1,5
2,0,1,0,0,7,1,5
2,42,1,4,9600,5,1,5
2,43,2,13,29000,4,1,5
2,42,1,1,0,7,1,5
2,37,1,1,0,7,1,5
2,35,1,1,0,7,1,5
2,34,2,5,0,5,2,5
1,45,1,24,58000,1,1,5
1,41,2,23,57148,1,1,5
1,33,1,5,0,5,5,5
1,43,1,37,36688,1,2,5
1,39,2,11,26600,1,2,5
1,0,1,0,0,7,1,5
1,44,1,25,60000,1,1,5
1,44,2,21,50000,1,1,5
1,0,2,0,0,7,1,5
1,39,1,5,0,1,5,5
1,40,2,13,32000,1,2,5
1,43,2,25,60000,1,1,5
1,43,1,25,60000,1,1,5
1,37,2,1,0,7,1,5
1,0,2,0,0,7,1,5
1,43,2,21,50000,5,3,5
1,39,1,3,0,7,3,5
1,39,2,17,40000,5,1,5
1,0,2,0,0,7,1,5
1,43,1,10,24000,1,1,5
1,43,2,11,26000,1,1,5
1,39,1,41,46000,1,3,5
1,39,2,21,50000,1,2,5
1,44,2,33,81941,1,2,5
1,40,1,25,60000,1,1,5
1,42,2,16,0,5,1,5
2,39,2,9,20000,7,1,5
1,39,2,14,31200,5,2,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
2,40,1,5,0,7,2,5
2,40,2,9,22000,1,1,5
2,39,1,10,24000,1,1,5
2,36,2,1,0,7,1,5
2,0,1,0,0,7,1,5
2,0,2,0,0,7,1,5
2,0,2,0,0,7,1,5
1,39,1,11,25000,5,3,5
1,43,1,41,150000,7,3,5
1,43,1,7,0,1,2,5
1,43,1,1,0,1,2,5
1,43,2,19,45000,7,2,5
1,38,1,15,35000,1,3,5
1,32,2,3,5000,1,3,5
1,40,2,15,35000,5,2,5
1,45,2,41,90000,4,3,5
1,38,1,1,0,7,2,5
1,0,2,0,0,7,2,5
1,38,1,5,10000,5,2,5
2,41,1,27,65000,7,3,5
2,42,2,11,25000,5,1,5
2,36,1,1,0,7,1,5
1,44,1,19,45000,1,1,5
1,44,2,19,45000,1,1,5
2,41,2,1,0,1,1,5
2,41,1,21,50000,1,1,5
2,41,2,10,23000,7,1,5
2,41,2,12,28000,7,1,5
2,41,2,1,0,7,1,5
2,41,2,1,0,7,1,5
2,35,1,1,0,7,1,5
1,42,2,33,80000,5,2,5
1,40,2,25,0,3,1,5
2,39,2,17,40000,7,1,5
1,39,2,1,0,5,1,5
1,39,2,1,0,7,1,5
1,36,2,1,0,7,1,5
6,0,1,0,0,7,1,5
1,37,2,1,0,7,1,5
1,0,2,0,0,7,1,5
1,43,1,8,0,7,3,5
2,41,2,28,63420,3,2,5
2,40,2,1,0,7,4,5
2,38,2,1,0,7,1,5
1,43,2,1,0,1,3,5
1,42,1,21,12000,1,2,5
2,31,1,8,0,1,2,5
2,31,2,10,23000,1,3,5
2,43,1,7,0,7,2,5
2,42,2,9,21760,5,1,5
2,39,1,13,29000,7,1,5
2,39,2,17,40500,7,1,5
1,39,1,17,40002,7,1,5
1,43,1,19,45000,7,3,5
1,44,2,31,75002,1,2,5
1,42,1,23,55000,1,1,5
1,43,2,29,67000,1,2,5
1,39,1,18,40000,1,1,5
1,43,1,41,0,5,1,5
1,36,2,31,0,7,1,5
1,43,2,21,50000,1,1,5
1,43,1,1,0,1,1,5
1,43,1,25,60000,1,1,5
1,43,2,25,60000,1,1,5
2,39,2,19,45000,5,2,5
2,39,1,17,41600,7,4,5
2,39,1,11,26000,7,2,5
2,39,2,4,0,4,4,5
2,37,2,7,0,7,4,5
2,43,1,41,1099999,5,3,5
2,40,2,3,7200,1,1,5
2,39,1,11,25501,1,1,5
2,0,2,0,0,7,1,5
2,0,1,0,0,7,1,5
2,39,2,11,26000,5,1,5
2,0,2,0,0,7,1,5
2,0,2,0,0,7,1,5
2,36,2,1,0,1,3,5
2,39,1,33,80000,1,3,5
2,0,2,0,0,7,3,5
2,0,2,0,0,7,3,5
1,39,1,9,0,5,1,5
1,44,1,13,30000,1,2,5
1,43,2,1,0,1,1,5
1,0,1,0,0,7,3,5
1,40,1,41,160000,1,1,5
1,43,2,26,64000,1,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,0,1,0,0,7,1,5
1,40,2,13,0,5,3,5
2,44,2,41,100000,1,1,5
2,42,1,41,121000,1,1,5
2,36,1,1,0,7,1,5
2,0,2,0,0,7,1,5
2,39,2,6,13500,7,2,5
2,0,1,0,0,7,2,5
2,0,2,0,0,7,2,5
2,43,1,13,30000,7,2,5
2,31,1,1,0,1,4,5
2,31,2,4,0,1,4,5
2,42,1,1,0,3,3,5
2,0,1,0,0,7,2,5
2,38,1,1,900,6,1,5
1,42,2,10,21600,5,4,5
6,0,1,0,0,7,1,5
6,0,2,0,0,7,1,5
1,0,1,0,0,7,5,5
1,43,1,15,35000,7,2,5
1,43,1,18,20000,1,3,5
1,40,2,19,0,1,3,5
1,46,1,39,45000,1,1,5
1,45,2,41,30000,1,2,5
1,43,2,41,65000,1,2,5
1,44,1,41,110000,1,2,5
1,43,1,13,30000,7,1,5
1,40,2,8,0,5,3,5
1,42,1,5,0,7,4,5
2,40,2,5,11000,7,2,5
2,39,1,10,24000,7,2,5
2,39,1,13,30000,1,3,5
2,40,2,7,15000,1,3,5
2,39,2,7,15000,7,1,5
2,0,1,0,0,7,1,5
2,39,2,4,0,7,4,5
2,38,2,1,0,7,1,5
2,39,1,4,0,1,1,5
2,39,2,17,0,1,4,5
2,0,2,0,0,7,1,5
1,41,1,7,0,1,3,5
1,45,2,21,52000,1,3,5
1,34,2,1,0,7,4,5
1,34,2,1,0,4,3,5
1,44,2,27,65000,4,3,5
1,39,1,5,10000,7,2,5
1,43,2,35,0,1,1,5
1,43,1,18,12000,1,3,5
1,39,1,18,41600,5,1,5
1,0,1,0,0,7,1,5
1,39,2,9,0,4,3,5
1,41,1,7,0,1,3,5
1,41,2,7,0,1,4,5
1,39,2,12,19000,1,2,5
1,43,1,28,41600,1,4,5
1,43,2,7,0,4,2,5
1,39,2,16,39000,6,4,5
1,39,2,13,32000,7,3,5
1,39,2,1,0,7,3,5
1,39,2,1,0,1,3,5
1,39,1,33,80000,1,2,5
1,44,1,41,200000,3,1,5
1,41,1,24,58000,1,2,5
1,43,2,27,60000,1,1,5
1,43,1,13,30000,7,1,5
1,36,1,9,0,5,3,5
1,43,2,1,0,7,4,5
1,43,1,16,38000,3,1,5
2,43,1,26,60000,5,3,5
2,40,1,6,0,5,3,5
1,34,1,29,0,1,2,5
1,40,2,11,25000,1,2,5
1,43,1,4,0,7,4,5
1,40,1,2,3600,3,2,5
1,43,2,41,72000,5,3,5
1,43,2,11,27000,7,3,5
1,39,1,6,5200,7,2,5
1,39,2,17,40000,7,1,5
1,42,1,11,15000,1,4,5
1,39,2,14,12000,1,3,5
2,43,1,23,55000,7,2,5
2,39,2,1,0,5,4,5
2,40,1,11,25000,7,1,5
1,39,2,6,0,4,2,5
1,43,2,13,32000,1,3,5
1,43,1,19,45000,1,1,5
1,0,1,0,0,7,3,5
2,39,2,13,30000,1,1,5
2,39,1,41,550000,1,1,5
2,0,1,0,0,7,1,5
2,0,1,0,0,7,1,5
1,43,1,41,200000,4,1,5
1,43,2,22,54000,1,1,5
1,41,1,13,30000,1,1,5
2,44,2,19,45000,1,2,5
2,42,1,15,36000,1,2,5
2,39,2,22,31200,5,2,5
2,37,1,5,10000,7,1,5
2,35,1,1,0,7,1,5
1,43,1,21,50000,7,4,5
1,42,1,41,135000,1,1,5
1,44,2,41,108000,1,1,5
2,43,1,4,0,1,3,5
1,43,1,4,0,1,3,5
1,44,1,41,101000,1,1,5
1,43,2,36,88676,1,1,5
1,40,2,5,0,7,2,5
1,43,2,30,73000,7,3,5
1,43,1,33,80000,7,3,5
1,44,1,13,30000,5,3,5
1,46,2,12,0,5,5,5
4,39,2,21,50000,1,1,5
4,39,1,17,40000,1,1,5
4,0,2,0,0,7,1,5
1,43,1,10,0,6,4,5
1,44,1,21,50000,3,1,5
1,43,1,19,45000,5,1,5
1,39,2,1,0,4,1,5
1,39,1,19,45002,1,1,5
1,43,2,1,0,1,1,5
1,43,2,1,0,1,4,5
1,43,1,10,22880,1,2,5
1,0,2,0,0,7,4,5
1,45,1,41,145000,1,1,5
1,43,2,8,19200,1,1,5
1,41,1,8,18000,1,3,5
1,41,2,10,24000,1,3,5
1,0,2,0,0,7,3,5
1,0,2,0,0,7,3,5
6,43,2,29,60000,1,1,5
6,43,1,3,0,1,1,5
1,43,1,13,32000,1,1,5
1,43,2,12,28000,1,1,5
1,43,1,20,48000,1,1,5
1,43,2,12,28000,1,1,5
1,37,1,1,0,7,1,5
1,0,2,0,0,7,1,5
1,39,1,13,30000,7,2,9
2,39,2,3,5500,5,1,5
2,0,2,0,0,7,2,5
2,0,2,0,0,7,2,5
2,0,2,0,0,7,2,5
2,0,2,0,0,7,2,5
2,43,2,11,25000,6,1,5
2,0,1,0,0,7,2,5
2,0,2,0,0,7,2,5
1,43,1,41,196001,1,3,5
2,43,1,41,100000,1,1,5
1,45,1,41,410000,1,1,5
1,44,2,41,80000,1,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,43,1,19,47000,7,2,5
2,43,1,21,52000,7,2,5
2,40,1,10,24000,7,2,5
2,39,2,17,42000,7,3,5
2,42,1,10,24000,1,3,5
2,42,2,5,12000,1,3,5
2,40,1,1,0,7,3,5
2,37,2,1,0,7,3,5
2,39,2,1,0,4,3,5
1,40,1,41,120000,1,1,5
1,43,2,1,0,1,1,5
1,0,2,0,0,7,1,5
1,0,1,0,0,7,1,0
1,43,1,15,37000,1,1,5
1,43,2,9,22000,1,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,43,2,2,0,1,1,5
1,43,1,1,0,1,1,5
1,43,2,6,0,7,1,5
1,43,2,1,0,5,1,5
2,40,1,10,24000,7,1,5
2,43,1,13,30000,5,1,5
1,40,2,26,14000,6,1,5
1,40,1,10,18000,6,1,5
1,43,1,15,35000,7,1,5
1,40,1,9,0,1,1,5
1,43,2,6,0,1,1,5
1,44,1,12,3000,1,3,5
1,44,2,7,0,1,3,5
1,39,2,5,0,1,5,5
1,43,1,16,0,1,4,5
1,39,2,5,0,4,4,5
1,39,2,15,35000,1,3,5
1,39,1,41,100000,1,1,5
1,0,1,0,0,7,1,5
1,43,2,41,118000,5,3,5
1,0,2,0,0,7,3,5
1,0,1,0,0,7,3,5
1,39,2,9,20000,5,2,5
1,40,2,9,0,4,2,5
1,43,2,16,38850,7,3,5
1,44,1,27,65000,3,1,5
1,0,1,0,0,7,1,5
1,43,2,1,0,3,1,5
1,43,2,35,87000,7,2,5
1,44,1,41,150000,5,1,5
1,40,2,7,7273,5,3,5
1,42,2,36,0,1,2,5
1,43,1,7,0,1,1,5
1,43,2,26,63000,5,1,5
1,0,1,0,0,7,1,5
1,42,1,9,3401,5,3,5
2,43,1,41,190000,1,2,5
1,43,2,41,150000,1,3,5
6,0,2,0,0,7,2,5
4,44,1,41,165000,1,1,5
4,44,2,1,0,1,1,5
1,39,2,5,0,5,5,5
2,39,2,14,0,6,2,5
1,42,1,13,30000,1,2,5
1,42,2,29,70000,1,2,5
1,39,1,1,0,7,2,5
1,0,1,0,0,7,2,5
1,41,1,31,77000,7,2,5
1,43,1,21,50000,7,1,5
1,40,2,7,16240,7,1,5
1,36,2,1,0,7,2,5
1,43,2,27,65000,1,2,5
1,43,1,28,67000,1,2,5
1,0,2,0,0,7,1,0
1,44,2,14,33000,1,2,5
1,44,1,27,66000,1,2,5
1,43,2,33,80000,3,2,5
6,0,1,0,0,7,1,5
6,0,1,0,0,7,1,5
1,43,1,25,62000,7,1,5
1,43,2,1,0,1,1,5
1,43,1,1,0,1,1,5
1,36,2,1,0,1,1,5
1,43,1,17,40000,1,1,5
1,43,1,21,50000,3,1,5
1,41,1,34,83900,1,2,5
1,43,2,9,20000,1,2,5
1,40,1,4,9200,7,1,5
1,40,1,3,0,7,1,5
1,43,1,21,50000,7,1,5
1,43,1,1,0,7,2,5
1,39,2,1,0,1,2,5
1,43,1,25,35000,1,2,5
1,43,2,1,0,1,2,5
1,42,1,41,85000,1,2,5
1,43,2,41,105000,7,1,5
1,39,2,4,8000,1,3,5
1,39,1,10,8400,1,3,5
1,39,1,10,24960,7,2,5
1,43,2,11,25000,1,4,5
1,39,1,13,30000,1,4,5
1,0,2,0,0,7,3,0
1,41,2,13,31200,1,1,5
1,42,1,19,45000,1,1,5
1,36,2,1,0,7,1,5
1,0,1,0,0,7,1,5
1,39,2,19,45000,6,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
1,43,2,1,0,1,3,5
1,43,1,1,0,1,5,5
1,45,2,1,0,5,2,5
1,42,2,22,50000,6,1,5
1,39,1,13,30000,7,1,5
1,43,1,20,48000,1,1,5
1,43,2,17,40000,1,1,5
1,0,2,0,0,7,1,5
1,39,1,21,50000,7,2,5
1,0,1,0,0,7,1,0
1,44,2,28,68000,7,2,5
1,44,2,23,35000,1,2,5
1,43,1,41,40800,1,3,5
1,42,2,1,0,1,1,5
1,46,1,41,550000,1,1,5
1,42,1,11,25000,7,1,5
1,37,1,1,0,7,1,5
1,42,1,41,0,1,2,5
1,44,2,25,0,1,2,5
1,42,2,30,0,1,2,5
1,40,1,7,0,1,3,5
2,43,2,33,0,3,3,5
1,42,1,13,30000,3,3,5
1,40,1,27,65000,5,1,5
1,39,1,11,19000,7,2,5
1,44,2,10,24000,1,2,5
1,44,1,6,14000,1,2,5
1,35,1,1,0,7,2,5
1,0,2,0,0,7,2,5
1,0,2,0,0,7,2,5
1,42,2,1,0,1,3,5
1,42,1,22,53000,1,3,5
1,0,2,0,0,7,3,5
1,0,2,0,0,7,3,5
1,0,1,0,0,7,3,5
1,39,1,17,41200,7,1,5
1,41,2,34,82500,1,1,5
1,45,1,41,260000,1,1,5
1,36,2,1,0,7,1,5
1,34,1,1,0,7,1,5
1,45,1,41,420000,1,1,5
1,45,2,41,410000,1,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,39,2,13,32000,7,1,5
1,0,1,0,0,7,1,5
1,0,1,0,0,7,1,5
1,0,1,0,0,7,1,5
1,40,1,41,52000,5,2,5
1,42,2,1,0,1,1,5
1,43,1,41,120000,1,4,5
1,43,1,31,75000,1,2,5
1,43,2,3,7000,1,2,5
1,36,2,1,0,7,1,5
1,0,1,0,0,7,1,5
1,43,1,25,61000,7,3,5
1,43,2,11,25000,5,4,5
1,43,1,17,41600,1,3,5
1,43,2,1,0,1,3,5
1,43,1,17,40000,7,3,5
1,42,2,11,27000,7,3,5
1,35,1,3,0,1,5,5
1,35,2,3,0,1,5,5
1,40,1,11,0,4,2,5
1,42,2,14,0,5,4,5
2,40,1,12,17000,1,3,5
1,39,2,5,10000,1,3,5
2,44,2,41,100000,5,2,5
1,43,1,11,0,7,5,5
4,43,1,41,150000,1,2,5
8,44,2,41,120000,1,2,5
8,35,1,1,0,7,2,5
8,0,2,0,0,7,2,5
8,39,1,3,0,1,2,5
8,39,2,4,0,1,2,5
1,46,2,9,22000,1,3,5
1,43,1,41,111000,1,3,5
1,0,1,0,0,7,3,5
1,0,1,0,0,7,3,5
1,0,1,0,0,7,3,5
2,31,1,7,15000,7,2,5
2,38,1,15,36000,1,2,5
2,43,2,6,14000,1,2,5
2,0,1,0,0,7,2,5
2,0,2,0,0,7,2,5
2,40,1,41,100000,7,1,5
2,39,2,26,63000,5,3,5
2,40,1,1,0,7,3,5
2,40,2,3,2800,7,3,5
2,40,2,3,2800,7,3,5
2,39,2,9,20000,6,3,5
2,39,2,17,40000,7,2,5
2,34,1,1,0,7,1,5
2,39,2,4,0,7,1,5
2,39,1,14,34000,1,4,5
2,39,2,5,0,1,4,5
2,40,1,1,1700,7,3,5
2,41,2,12,27000,7,1,5
2,35,2,1,0,7,1,5
2,39,1,1,0,7,3,5
2,41,2,34,83000,5,4,5
2,43,2,41,220000,4,3,5
2,39,1,11,27000,7,3,5
2,39,2,10,0,7,4,5
2,43,2,6,0,4,1,5
2,40,1,9,20000,4,1,5
2,42,2,15,25000,4,1,5
1,44,2,5,12000,1,3,5
1,45,1,41,110000,1,1,5
1,0,2,0,0,7,1,5
2,41,1,37,90000,3,1,5
2,39,2,1,0,3,2,5
2,43,2,13,30000,4,2,5
2,44,2,9,20000,7,2,5
2,36,2,2,4000,7,1,5
2,0,2,0,0,7,2,5
2,34,1,4,0,1,2,5
2,34,2,1,1800,1,4,5
2,34,1,1,0,7,1,5
2,0,2,0,0,7,1,5
2,43,2,21,30000,1,2,5
2,43,1,19,45000,1,2,5
2,0,1,0,0,7,2,5
2,37,2,10,0,7,4,5
2,39,1,1,1820,7,2,5
2,42,1,5,0,1,4,5
2,39,2,10,0,1,3,5
2,40,2,1,0,7,4,5
2,40,2,1,0,7,2,5
2,40,2,7,0,5,4,5
4,43,1,41,145600,1,2,5
4,42,2,10,24336,1,2,5
4,42,1,1,0,7,2,5
4,39,2,1,0,7,2,5
4,0,1,0,0,7,2,5
2,39,1,15,37000,3,2,5
2,39,1,9,0,3,3,5
2,42,2,18,40000,5,3,5
2,39,2,11,18000,7,3,5
2,0,1,0,0,7,3,5
2,0,2,0,0,7,3,5
2,0,2,0,0,7,3,5
2,41,1,32,28000,1,1,5
2,43,2,19,46000,1,1,5
2,0,2,0,0,7,1,5
2,0,2,0,0,7,1,5
2,0,1,0,0,7,1,5
2,0,1,0,0,7,1,5
2,41,1,19,47400,1,1,5
2,40,2,17,41001,1,1,5
2,0,2,0,0,7,1,5
2,45,1,41,390000,1,1,5
2,45,2,41,260000,1,1,5
1,45,2,1,0,1,1,5
1,43,1,41,110000,1,1,5
1,0,1,0,0,7,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
6,42,2,35,85000,7,1,5
6,39,2,11,0,5,5,5
2,43,1,41,100000,1,1,5
1,43,2,1,0,1,1,5
2,0,1,0,0,7,1,5
2,39,2,21,52000,5,2,5
2,40,1,8,19000,7,1,5
6,39,1,8,19000,1,1,5
1,40,2,1,0,1,1,5
1,36,1,1,0,7,1,5
1,0,2,0,0,7,1,5
1,0,1,0,0,7,1,0
2,33,2,13,30000,1,3,5
2,33,1,3,0,1,5,5
2,39,1,12,29000,3,2,5
2,39,2,2,4000,7,2,5
2,40,2,1,0,3,2,10
2,40,1,9,20001,1,2,5
2,40,2,11,25000,1,2,5
2,0,1,0,0,7,2,5
1,46,2,41,580000,4,1,5
1,0,1,0,0,7,1,5
1,0,1,0,0,7,1,5
1,44,2,7,15000,4,2,5
1,40,2,21,50000,1,1,5
1,39,1,21,50000,1,1,5
1,35,1,1,0,7,1,5
1,0,1,0,0,7,1,5
1,39,2,16,35000,5,1,5
1,0,1,0,0,7,1,5
2,41,1,10,5224,5,1,5
1,40,1,27,60000,1,3,5
1,42,2,1,0,1,2,5
1,41,1,22,54000,7,2,5
1,39,1,1,0,1,2,5
1,39,2,10,24000,1,2,5
1,42,2,41,0,4,1,5
2,40,2,11,25000,7,2,5
1,43,1,35,87000,1,2,5
1,43,2,9,22000,1,2,5
1,0,1,0,0,7,2,5
1,0,2,0,0,7,2,5
2,41,2,8,0,7,3,5
2,39,2,26,60000,5,2,5
2,42,2,13,31000,5,2,10
1,39,1,25,60000,1,2,5
1,40,2,23,55000,1,2,5
1,43,1,8,0,5,3,5
1,39,1,21,0,1,3,5
1,39,2,6,0,1,2,5
1,44,2,29,70000,1,2,5
1,44,1,41,550000,1,2,5
1,36,2,1,0,7,2,5
1,43,1,25,60000,1,1,5
1,44,2,41,147000,1,1,5
1,40,2,7,9800,7,1,5
1,0,2,0,0,7,1,5
1,0,2,0,0,7,1,5
1,44,1,4,0,1,4,5
1,43,2,5,0,1,3,5
1,44,2,41,350000,1,2,5
1,39,1,32,78000,1,2,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
1,43,1,14,33000,1,3,5
1,43,2,12,28000,1,3,5
1,0,2,0,0,7,1,5
1,43,1,41,130000,7,2,5
1,39,1,25,60000,7,5,5
1,42,2,2,0,4,4,5
1,45,1,41,360000,5,1,5
1,35,2,1,0,7,1,5
1,44,2,41,102000,7,3,5
1,43,1,35,85000,5,2,5
1,39,2,15,35000,1,2,5
1,39,1,5,10000,1,2,5
1,0,1,0,0,7,1,5
1,0,1,0,0,7,1,5
1,34,2,1,0,7,4,5
1,43,2,9,21000,1,1,5
1,39,1,7,17000,1,1,5
1,39,2,7,16000,7,1,5
1,0,1,0,0,7,1,5
1,43,1,41,66000,7,2,5
2,44,2,11,0,4,2,5
2,39,2,4,0,4,5,5
2,39,2,1,0,4,5,5
1,34,2,11,18000,6,4,5
1,35,1,1,0,7,2,5
1,0,1,0,0,7,2,5
1,0,1,0,0,7,2,5
1,0,1,0,0,7,2,5
1,39,2,1,0,4,4,5
1,43,1,11,25000,7,2,5
1,39,2,22,52000,1,1,5
1,42,1,23,55000,1,1,5
1,35,1,11,26000,7,2,5
1,35,2,10,22880,5,2,5
1,34,2,4,0,1,2,5
1,33,1,4,0,1,2,5
2,43,2,21,50000,1,1,5
2,39,1,9,20000,1,2,5
2,40,2,17,40000,7,3,5
2,39,1,14,33000,7,3,5
2,39,2,21,30000,7,1,5
2,0,1,0,0,7,1,5
2,0,2,0,0,7,3,5
2,0,1,0,0,7,1,5
2,0,2,0,0,7,1,5
1,40,2,11,26000,1,1,5
1,43,1,41,130000,1,1,5
1,40,2,1,0,7,1,5
1,36,2,1,1000,7,1,5
1,41,1,5,0,7,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
2,39,1,11,26000,1,3,5
2,39,2,1,0,1,3,5
2,39,1,11,26000,7,3,5
2,35,2,8,0,4,5,5
2,44,1,2,0,7,5,5
2,37,2,13,32000,6,1,5
2,39,2,9,20000,7,1,5
2,40,2,13,30000,7,1,5
2,39,1,5,12000,7,1,5
1,43,1,2,0,1,3,5
1,39,2,5,0,1,3,5
1,43,1,41,130000,1,1,5
1,43,2,23,55000,1,1,5
1,35,2,1,0,7,1,5
1,39,2,7,0,4,5,5
1,41,2,7,15000,5,3,5
1,40,1,13,30000,7,1,5
1,43,2,5,0,7,1,5
1,40,1,5,10000,7,1,5
1,37,1,1,0,7,1,5
1,43,1,10,20800,7,1,5
1,43,2,5,5000,7,1,5
1,33,2,6,2500,4,4,5
1,45,1,20,49000,1,1,5
1,39,2,1,0,1,1,5
1,39,2,2,3000,7,1,5
1,39,1,3,6000,1,1,5
1,39,2,3,5000,1,1,5
1,0,2,0,0,7,1,5
1,40,1,41,95000,7,2,5
1,41,1,2,0,1,4,5
1,39,2,3,5000,1,1,5
4,43,1,13,30000,7,2,2
4,43,1,8,19000,5,3,5
2,33,1,5,12000,6,2,5
2,35,2,8,18000,5,4,5
1,36,2,4,0,5,4,5
1,40,1,19,40000,7,1,5
2,39,1,11,25000,1,1,5
1,39,2,10,23000,1,1,5
2,34,2,4,0,5,3,5
1,44,2,41,107000,5,4,5
1,39,1,2,4800,6,4,5
1,43,1,41,300000,5,1,5
1,44,1,25,60000,1,1,5
1,44,2,41,120000,1,1,5
1,0,1,0,0,7,1,5
1,0,2,0,0,7,1,5
4,43,2,23,45000,1,1,5
4,43,1,41,150000,1,1,5
4,43,2,25,60000,7,1,5
4,0,1,0,0,7,1,5
1,44,1,40,70000,1,1,5
1,43,2,10,0,1,5,5
1,40,1,5,10000,7,2,5
1,39,2,1,0,1,2,5
1,39,1,1,0,1,2,5
1,43,2,17,40000,1,1,5
1,43,1,41,155000,1,2,5
1,39,1,1,0,1,3,5
1,39,2,1,0,1,3,5
1,39,2,1,0,4,2,5
1,39,2,9,20000,4,2,5
1,43,2,21,0,1,1,5
1,43,1,13,0,1,1,5
1,42,2,7,0,3,2,5
1,45,2,28,0,5,5,5
1,43,2,21,52300,1,2,5
1,39,1,21,50000,1,2,5
1,38,1,1,0,3,2,5
1,35,1,1,0,7,2,5
1,0,1,0,0,7,2,5
1,42,2,4,0,5,1,5
1,39,1,17,40000,1,1,5
1,46,2,21,52000,1,1,5
1,43,2,1,0,7,1,5
